Code,UIS_Source_Code,ISO_Source_Code,Source,UIS_Target_Code,ISO_Target_Code,Target,Total,Total2
36040,360,AUS,Australia,40,AFG,Afghanistan,4.06,"4,057,131 "
360500,400,AUT,Austria,40,AFG,Afghanistan,0.00,579 
360640,560,BEL,Belgium,40,AFG,Afghanistan,0.32,"320,213 "
3604060,1240,CAN,Canada,40,AFG,Afghanistan,16.54,"16,542,221 "
3601840,2020,CZE,Czech Republic,40,AFG,Afghanistan,0.11,"113,018 "
3602420,2080,DNK,Denmark,40,AFG,Afghanistan,12.64,"12,639,064 "
3603560,2460,FIN,Finland,40,AFG,Afghanistan,0.04,"39,522 "
3603600,2500,FRA,France,40,AFG,Afghanistan,2.35,"2,349,570 "
3603680,2760,DEU,Germany,40,AFG,Afghanistan,38.06,"38,064,611 "
3602960,3720,IRL,Ireland,40,AFG,Afghanistan,0.16,"159,674 "
3604180,3800,ITA,Italy,40,AFG,Afghanistan,0.83,"830,422 "
3604620,3920,JPN,Japan,40,AFG,Afghanistan,39.85,"39,847,317 "
3605840,5280,NLD,Netherlands,40,AFG,Afghanistan,0.36,"359,583 "
3604845,5540,NZL,New Zealand,40,AFG,Afghanistan,0.34,"337,103 "
3604960,5780,NOR,Norway,40,AFG,Afghanistan,4.89,"4,894,908 "
3601040,6160,POL,Poland,40,AFG,Afghanistan,0.03,"25,438 "
3605200,4070,KOR,Republic of Korea,40,AFG,Afghanistan,3.31,"3,310,563 "
3605240,6720,SVK,Slovakia,40,AFG,Afghanistan,0.01,"11,645 "
3605700,6760,SVN,Slovenia,40,AFG,Afghanistan,0.04,"43,069 "
3605860,7240,ESP,Spain,40,AFG,Afghanistan,0.08,"80,334 "
360955,7520,SWE,Sweden,40,AFG,Afghanistan,23.29,"23,290,808 "
3605980,7560,CHE,Switzerland,40,AFG,Afghanistan,1.73,"1,732,163 "
3606080,8120,ARE,United Arab Emirates,40,AFG,Afghanistan,0.05,"51,362 "
3608820,8260,GBR,United Kingdom of Great Britain and Northern Ireland,40,AFG,Afghanistan,36.65,"36,653,434 "
360900,8400,USA,United States,40,AFG,Afghanistan,44.34,"44,338,390 "
3607340,400,AUT,Austria,80,ALB,Albania,0.23,"232,321 "
3606260,2500,FRA,France,80,ALB,Albania,0.06,"59,023 "
3607760,2760,DEU,Germany,80,ALB,Albania,0.91,"910,511 "
3607780,3000,GRC,Greece,80,ALB,Albania,0.09,"91,737 "
3605480,3800,ITA,Italy,80,ALB,Albania,1.59,"1,588,515 "
3608680,3920,JPN,Japan,80,ALB,Albania,0.06,"59,023 "
40040,5780,NOR,Norway,80,ALB,Albania,0.01,"5,104 "
40080,6720,SVK,Slovakia,80,ALB,Albania,0.00,"2,150 "
400120,7560,CHE,Switzerland,80,ALB,Albania,0.11,"110,274 "
400320,8120,ARE,United Arab Emirates,80,ALB,Albania,0.01,"6,806 "
400340,8260,GBR,United Kingdom of Great Britain and Northern Ireland,80,ALB,Albania,0.14,"141,137 "
400380,8400,USA,United States,80,ALB,Albania,1.47,"1,471,805 "
400500,400,AUT,Austria,120,DZA,Algeria,0.00,919 
4008050,1240,CAN,Canada,120,DZA,Algeria,0.01,"12,134 "
4002040,2020,CZE,Czech Republic,120,DZA,Algeria,0.01,"7,783 "
400680,2500,FRA,France,120,DZA,Algeria,1.57,"1,565,293 "
400570,2760,DEU,Germany,120,DZA,Algeria,0.03,"30,237 "
400760,3800,ITA,Italy,120,DZA,Algeria,0.01,"6,016 "
4008540,3920,JPN,Japan,120,DZA,Algeria,0.00,"4,895 "
4001080,4070,KOR,Republic of Korea,120,DZA,Algeria,0.00,"3,627 "
4001320,7240,ESP,Spain,120,DZA,Algeria,0.50,"499,857 "
4004060,8260,GBR,United Kingdom of Great Britain and Northern Ireland,120,DZA,Algeria,0.66,"659,563 "
4001200,8400,USA,United States,120,DZA,Algeria,0.01,"8,896 "
4001520,2020,CZE,Czech Republic,240,AGO,Angola,0.13,"129,764 "
4001560,2080,DNK,Denmark,240,AGO,Angola,0.01,"5,613 "
4001700,2460,FIN,Finland,240,AGO,Angola,0.31,"312,813 "
4001780,2500,FRA,France,240,AGO,Angola,0.80,"804,955 "
4003840,2760,DEU,Germany,240,AGO,Angola,0.01,"10,062 "
4001920,3800,ITA,Italy,240,AGO,Angola,0.08,"84,348 "
4008920,3920,JPN,Japan,240,AGO,Angola,0.75,"751,463 "
4002200,5780,NOR,Norway,240,AGO,Angola,0.27,"269,800 "
4002300,6200,PRT,Portugal,240,AGO,Angola,0.53,"533,458 "
4002700,4070,KOR,Republic of Korea,240,AGO,Angola,0.21,"214,044 "
4002720,7240,ESP,Spain,240,AGO,Angola,0.00,590 
4002880,8400,USA,United States,240,AGO,Angola,1.32,"1,319,991 "
4003200,8260,GBR,United Kingdom of Great Britain and Northern Ireland,260,AIA,Anguilla,0.00,"2,208 "
4003240,8400,USA,United States,260,AIA,Anguilla,0.47,"474,777 "
4003560,1240,CAN,Canada,280,ATG,Antigua and Barbuda,0.02,"16,577 "
4003680,2760,DEU,Germany,280,ATG,Antigua and Barbuda,0.00,"3,152 "
4004020,3920,JPN,Japan,280,ATG,Antigua and Barbuda,0.01,"8,432 "
4004040,400,AUT,Austria,320,ARG,Argentina,0.00,"1,774 "
4004160,1240,CAN,Canada,320,ARG,Argentina,0.03,"30,449 "
4004500,2460,FIN,Finland,320,ARG,Argentina,0.02,"24,564 "
4004840,2500,FRA,France,320,ARG,Argentina,1.33,"1,334,586 "
4004960,2760,DEU,Germany,320,ARG,Argentina,3.55,"3,545,772 "
4004990,3000,GRC,Greece,320,ARG,Argentina,0.08,"80,139 "
4005040,3720,IRL,Ireland,320,ARG,Argentina,0.01,"12,555 "
4005080,3800,ITA,Italy,320,ARG,Argentina,0.42,"422,317 "
4005160,3920,JPN,Japan,320,ARG,Argentina,0.27,"269,558 "
4005240,4420,LUX,Luxembourg,320,ARG,Argentina,0.01,"12,052 "
4005580,7240,ESP,Spain,320,ARG,Argentina,0.07,"71,372 "
4005620,8260,GBR,United Kingdom of Great Britain and Northern Ireland,320,ARG,Argentina,0.64,"641,155 "
4005660,8400,USA,United States,320,ARG,Argentina,0.03,"33,072 "
4005860,400,AUT,Austria,340,ARM,Armenia,0.01,"6,249 "
4005980,2020,CZE,Czech Republic,340,ARM,Armenia,0.00,"2,444 "
4006040,2080,DNK,Denmark,340,ARM,Armenia,0.06,"56,132 "
4006220,2500,FRA,France,340,ARM,Armenia,0.28,"276,188 "
4006860,2760,DEU,Germany,340,ARM,Armenia,0.33,"328,628 "
4006880,3800,ITA,Italy,340,ARM,Armenia,0.10,"100,893 "
4006940,3920,JPN,Japan,340,ARM,Armenia,0.10,"100,177 "
4007100,4420,LUX,Luxembourg,340,ARM,Armenia,0.02,"17,870 "
4007280,6160,POL,Poland,340,ARM,Armenia,0.02,"15,787 "
4007340,8260,GBR,United Kingdom of Great Britain and Northern Ireland,340,ARM,Armenia,0.13,"129,873 "
4007610,8400,USA,United States,340,ARM,Armenia,5.62,"5,619,203 "
4007640,400,AUT,Austria,380,AZE,Azerbaijan,0.00,"1,427 "
4004480,2020,CZE,Czech Republic,380,AZE,Azerbaijan,0.00,"1,917 "
4007680,2500,FRA,France,380,AZE,Azerbaijan,0.04,"41,128 "
4007880,2760,DEU,Germany,380,AZE,Azerbaijan,0.06,"57,791 "
4007920,3000,GRC,Greece,380,AZE,Azerbaijan,0.01,"7,192 "
4008000,3920,JPN,Japan,380,AZE,Azerbaijan,0.11,"106,343 "
4008070,4420,LUX,Luxembourg,380,AZE,Azerbaijan,0.01,"8,807 "
4007620,5780,NOR,Norway,380,AZE,Azerbaijan,0.08,"80,565 "
4008600,6160,POL,Poland,380,AZE,Azerbaijan,0.00,"3,847 "
4008680,4070,KOR,Republic of Korea,380,AZE,Azerbaijan,0.09,"89,882 "
4008940,8260,GBR,United Kingdom of Great Britain and Northern Ireland,380,AZE,Azerbaijan,0.59,"586,979 "
4007160,8400,USA,United States,380,AZE,Azerbaijan,1.48,"1,483,339 "
56040,360,AUS,Australia,500,BGD,Bangladesh,61.07,"61,074,144 "
560500,400,AUT,Austria,500,BGD,Bangladesh,0.02,"24,206 "
5602040,560,BEL,Belgium,500,BGD,Bangladesh,0.01,"6,640 "
560680,1240,CAN,Canada,500,BGD,Bangladesh,6.66,"6,657,622 "
5608540,2080,DNK,Denmark,500,BGD,Bangladesh,0.01,"14,595 "
5601080,2460,FIN,Finland,500,BGD,Bangladesh,0.20,"196,054 "
5604060,2500,FRA,France,500,BGD,Bangladesh,0.04,"43,790 "
5601200,2760,DEU,Germany,500,BGD,Bangladesh,1.41,"1,412,256 "
5601400,3800,ITA,Italy,500,BGD,Bangladesh,0.21,"211,996 "
5601700,3920,JPN,Japan,500,BGD,Bangladesh,4.41,"4,406,445 "
5608920,4420,LUX,Luxembourg,500,BGD,Bangladesh,0.24,"235,698 "
5602300,5280,NLD,Netherlands,500,BGD,Bangladesh,8.65,"8,648,187 "
5602700,5780,NOR,Norway,500,BGD,Bangladesh,0.60,"595,435 "
5602880,4070,KOR,Republic of Korea,500,BGD,Bangladesh,0.52,"524,594 "
5603200,7520,SWE,Sweden,500,BGD,Bangladesh,9.45,"9,447,844 "
5603240,7560,CHE,Switzerland,500,BGD,Bangladesh,1.92,"1,919,539 "
5603320,8260,GBR,United Kingdom of Great Britain and Northern Ireland,500,BGD,Bangladesh,34.45,"34,454,986 "
5603560,8400,USA,United States,500,BGD,Bangladesh,32.38,"32,378,788 "
5603600,400,AUT,Austria,8050,BLR,Belarus,0.00,"2,482 "
5604040,2020,CZE,Czech Republic,8050,BLR,Belarus,0.00,"1,731 "
5604180,2280,EST,Estonia,8050,BLR,Belarus,0.00,"1,992 "
5604220,2460,FIN,Finland,8050,BLR,Belarus,0.01,"9,191 "
5604300,2500,FRA,France,8050,BLR,Belarus,0.05,"51,613 "
5604540,2760,DEU,Germany,8050,BLR,Belarus,0.43,"431,559 "
5604660,3800,ITA,Italy,8050,BLR,Belarus,0.00,"2,523 "
5605040,3920,JPN,Japan,8050,BLR,Belarus,0.04,"41,080 "
5605080,5780,NOR,Norway,8050,BLR,Belarus,0.09,"88,364 "
5601040,6160,POL,Poland,8050,BLR,Belarus,0.01,"10,572 "
5605240,4070,KOR,Republic of Korea,8050,BLR,Belarus,0.00,"3,971 "
5605580,6720,SVK,Slovakia,8050,BLR,Belarus,0.00,483 
5605620,8260,GBR,United Kingdom of Great Britain and Northern Ireland,8050,BLR,Belarus,0.00,902 
5605660,1240,CAN,Canada,580,BLZ,Belize,0.05,"48,415 "
5605860,3920,JPN,Japan,580,BLZ,Belize,0.23,"232,513 "
5606040,8260,GBR,United Kingdom of Great Britain and Northern Ireland,580,BLZ,Belize,0.00,"1,914 "
5606080,8400,USA,United States,580,BLZ,Belize,0.85,"853,229 "
5606220,400,AUT,Austria,2040,BEN,Benin,0.00,"1,176 "
5606460,560,BEL,Belgium,2040,BEN,Benin,0.02,"23,512 "
5606860,1240,CAN,Canada,2040,BEN,Benin,0.61,"613,867 "
5607100,2080,DNK,Denmark,2040,BEN,Benin,5.60,"5,604,212 "
5607400,2460,FIN,Finland,2040,BEN,Benin,0.05,"49,800 "
5607680,2500,FRA,France,2040,BEN,Benin,0.52,"523,842 "
5608000,2760,DEU,Germany,2040,BEN,Benin,4.35,"4,345,405 "
5607620,3720,IRL,Ireland,2040,BEN,Benin,0.06,"64,260 "
5608680,3800,ITA,Italy,2040,BEN,Benin,0.26,"259,695 "
124040,3920,JPN,Japan,2040,BEN,Benin,8.87,"8,870,333 "
1240120,4420,LUX,Luxembourg,2040,BEN,Benin,0.02,"20,671 "
1240280,4070,KOR,Republic of Korea,2040,BEN,Benin,0.02,"24,516 "
1240320,7240,ESP,Spain,2040,BEN,Benin,0.08,"80,161 "
1240500,7560,CHE,Switzerland,2040,BEN,Benin,2.21,"2,207,064 "
1240580,8120,ARE,United Arab Emirates,2040,BEN,Benin,0.14,"137,970 "
12402040,8400,USA,United States,2040,BEN,Benin,11.48,"11,477,251 "
1240640,360,AUS,Australia,640,BTN,Bhutan,0.14,"136,103 "
1240680,1240,CAN,Canada,640,BTN,Bhutan,0.01,"13,166 "
1240720,2080,DNK,Denmark,640,BTN,Bhutan,0.02,"18,740 "
1240760,2500,FRA,France,640,BTN,Bhutan,0.03,"26,558 "
12408540,3920,JPN,Japan,640,BTN,Bhutan,0.35,"347,259 "
12404060,5280,NLD,Netherlands,640,BTN,Bhutan,0.13,"128,535 "
12401200,4070,KOR,Republic of Korea,640,BTN,Bhutan,0.02,"16,875 "
12401520,400,AUT,Austria,680,BOL,Bolivia,0.00,122 
12401560,560,BEL,Belgium,680,BOL,Bolivia,0.31,"311,907 "
12401700,1240,CAN,Canada,680,BOL,Bolivia,1.21,"1,208,263 "
12401880,2080,DNK,Denmark,680,BOL,Bolivia,2.92,"2,924,116 "
12403840,2460,FIN,Finland,680,BOL,Bolivia,0.71,"706,897 "
12401920,2500,FRA,France,680,BOL,Bolivia,1.06,"1,064,895 "
12408920,2760,DEU,Germany,680,BOL,Bolivia,1.62,"1,623,001 "
12402120,3720,IRL,Ireland,680,BOL,Bolivia,0.04,"40,078 "
12402140,3800,ITA,Italy,680,BOL,Bolivia,0.09,"93,668 "
12402180,3920,JPN,Japan,680,BOL,Bolivia,1.14,"1,136,473 "
12402200,4420,LUX,Luxembourg,680,BOL,Bolivia,0.08,"77,307 "
12402220,5280,NLD,Netherlands,680,BOL,Bolivia,3.09,"3,093,618 "
12402300,5780,NOR,Norway,680,BOL,Bolivia,1.08,"1,075,356 "
12402720,4070,KOR,Republic of Korea,680,BOL,Bolivia,0.09,"91,613 "
12402880,7240,ESP,Spain,680,BOL,Bolivia,1.71,"1,712,472 "
12403080,7520,SWE,Sweden,680,BOL,Bolivia,2.26,"2,259,517 "
12403200,8400,USA,United States,680,BOL,Bolivia,0.23,"227,157 "
12403240,400,AUT,Austria,570,BIH,Bosnia and Herzegovina,0.14,"135,965 "
12403280,2020,CZE,Czech Republic,570,BIH,Bosnia and Herzegovina,0.01,"13,924 "
12403320,2500,FRA,France,570,BIH,Bosnia and Herzegovina,0.07,"73,650 "
12403400,2760,DEU,Germany,570,BIH,Bosnia and Herzegovina,2.02,"2,023,298 "
12403560,3800,ITA,Italy,570,BIH,Bosnia and Herzegovina,0.13,"131,156 "
12403600,3920,JPN,Japan,570,BIH,Bosnia and Herzegovina,0.12,"119,122 "
12403880,5780,NOR,Norway,570,BIH,Bosnia and Herzegovina,0.21,"211,090 "
12404000,6720,SVK,Slovakia,570,BIH,Bosnia and Herzegovina,0.01,"9,723 "
12404040,6760,SVN,Slovenia,570,BIH,Bosnia and Herzegovina,0.03,"34,929 "
12404160,7240,ESP,Spain,570,BIH,Bosnia and Herzegovina,0.01,"5,311 "
12404180,7560,CHE,Switzerland,570,BIH,Bosnia and Herzegovina,0.07,"66,667 "
12404260,8120,ARE,United Arab Emirates,570,BIH,Bosnia and Herzegovina,0.01,"5,445 "
12404300,8260,GBR,United Kingdom of Great Britain and Northern Ireland,570,BIH,Bosnia and Herzegovina,0.19,"185,006 "
12404340,8400,USA,United States,570,BIH,Bosnia and Herzegovina,0.21,"211,753 "
12404500,1240,CAN,Canada,720,BWA,Botswana,0.06,"64,398 "
12404540,2460,FIN,Finland,720,BWA,Botswana,0.01,"6,572 "
12404660,2500,FRA,France,720,BWA,Botswana,0.10,"99,022 "
12404780,3920,JPN,Japan,720,BWA,Botswana,0.11,"108,608 "
12404840,7520,SWE,Sweden,720,BWA,Botswana,0.14,"143,245 "
12404960,8260,GBR,United Kingdom of Great Britain and Northern Ireland,720,BWA,Botswana,0.22,"217,828 "
12405040,400,AUT,Austria,760,BRA,Brazil,0.02,"24,381 "
12405080,1240,CAN,Canada,760,BRA,Brazil,0.05,"52,911 "
12405160,2460,FIN,Finland,760,BRA,Brazil,0.04,"41,103 "
12405240,2500,FRA,France,760,BRA,Brazil,1.82,"1,821,560 "
12405580,2760,DEU,Germany,760,BRA,Brazil,7.68,"7,683,806 "
12405620,3000,GRC,Greece,760,BRA,Brazil,0.02,"16,906 "
12405660,3720,IRL,Ireland,760,BRA,Brazil,0.09,"91,126 "
12405860,3800,ITA,Italy,760,BRA,Brazil,0.88,"876,496 "
12405900,3920,JPN,Japan,760,BRA,Brazil,2.47,"2,467,903 "
12405980,4420,LUX,Luxembourg,760,BRA,Brazil,0.33,"330,555 "
12406040,5780,NOR,Norway,760,BRA,Brazil,0.34,"338,032 "
12406080,4070,KOR,Republic of Korea,760,BRA,Brazil,0.00,"1,594 "
12406460,7240,ESP,Spain,760,BRA,Brazil,2.18,"2,179,805 "
12406700,8260,GBR,United Kingdom of Great Britain and Northern Ireland,760,BRA,Brazil,2.44,"2,438,749 "
12406860,8400,USA,United States,760,BRA,Brazil,0.03,"33,855 "
12406880,400,AUT,Austria,8540,BFA,Burkina Faso,0.02,"23,710 "
12406940,560,BEL,Belgium,8540,BFA,Burkina Faso,0.09,"93,325 "
1240900,1240,CAN,Canada,8540,BFA,Burkina Faso,9.04,"9,038,092 "
12407060,2080,DNK,Denmark,8540,BFA,Burkina Faso,4.25,"4,249,181 "
12407100,2500,FRA,France,8540,BFA,Burkina Faso,6.00,"6,004,507 "
12407280,2760,DEU,Germany,8540,BFA,Burkina Faso,1.97,"1,967,633 "
12407340,3720,IRL,Ireland,8540,BFA,Burkina Faso,0.14,"139,311 "
12407290,3800,ITA,Italy,8540,BFA,Burkina Faso,0.45,"454,684 "
12407400,3920,JPN,Japan,8540,BFA,Burkina Faso,11.40,"11,399,211 "
12407600,4420,LUX,Luxembourg,8540,BFA,Burkina Faso,1.82,"1,818,404 "
12407610,5280,NLD,Netherlands,8540,BFA,Burkina Faso,12.72,"12,722,200 "
12407640,5780,NOR,Norway,8540,BFA,Burkina Faso,0.25,"252,142 "
12407880,4070,KOR,Republic of Korea,8540,BFA,Burkina Faso,0.09,"88,270 "
12407920,7240,ESP,Spain,8540,BFA,Burkina Faso,0.16,"159,989 "
12408000,7520,SWE,Sweden,8540,BFA,Burkina Faso,0.80,"796,289 "
12408070,7560,CHE,Switzerland,8540,BFA,Burkina Faso,3.43,"3,427,590 "
12407620,8120,ARE,United Arab Emirates,8540,BFA,Burkina Faso,0.09,"87,996 "
12408580,8400,USA,United States,8540,BFA,Burkina Faso,15.08,"15,077,622 "
12408620,400,AUT,Austria,1080,BDI,Burundi,0.01,"12,854 "
12408680,560,BEL,Belgium,1080,BDI,Burundi,1.60,"1,604,109 "
12408850,2460,FIN,Finland,1080,BDI,Burundi,0.01,"7,070 "
12408940,2500,FRA,France,1080,BDI,Burundi,4.05,"4,049,224 "
12407160,2760,DEU,Germany,1080,BDI,Burundi,0.26,"258,297 "
202040,3800,ITA,Italy,1080,BDI,Burundi,0.22,"219,503 "
2020120,3920,JPN,Japan,1080,BDI,Burundi,0.07,"74,132 "
2020240,4420,LUX,Luxembourg,1080,BDI,Burundi,0.44,"443,977 "
2020340,5780,NOR,Norway,1080,BDI,Burundi,3.56,"3,562,934 "
2020380,4070,KOR,Republic of Korea,1080,BDI,Burundi,0.01,"7,237 "
20208050,7240,ESP,Spain,1080,BDI,Burundi,0.01,"5,988 "
2020570,8260,GBR,United Kingdom of Great Britain and Northern Ireland,1080,BDI,Burundi,0.09,"91,868 "
20204060,8400,USA,United States,1080,BDI,Burundi,2.76,"2,761,308 "
20201520,400,AUT,Austria,1320,CPV,Cabo Verde,0.00,206 
20202200,2500,FRA,France,1320,CPV,Cabo Verde,0.15,"152,522 "
20202300,3800,ITA,Italy,1320,CPV,Cabo Verde,0.02,"19,280 "
20202720,4140,KWT,Kuwait,1320,CPV,Cabo Verde,0.98,"980,822 "
20203240,4420,LUX,Luxembourg,1320,CPV,Cabo Verde,0.13,"125,086 "
20203320,6200,PRT,Portugal,1320,CPV,Cabo Verde,0.18,"175,125 "
20203880,7240,ESP,Spain,1320,CPV,Cabo Verde,0.01,"7,721 "
20204040,8400,USA,United States,1320,CPV,Cabo Verde,0.62,"622,448 "
20204960,360,AUS,Australia,4060,KHM,Cambodia,0.01,"7,397 "
20204990,400,AUT,Austria,4060,KHM,Cambodia,0.01,"6,316 "
20201040,560,BEL,Belgium,4060,KHM,Cambodia,0.77,"774,386 "
20205620,1240,CAN,Canada,4060,KHM,Cambodia,0.08,"80,352 "
20205660,2020,CZE,Czech Republic,4060,KHM,Cambodia,0.02,"17,895 "
20205860,2460,FIN,Finland,4060,KHM,Cambodia,0.24,"239,698 "
20206000,2500,FRA,France,4060,KHM,Cambodia,1.07,"1,071,250 "
20206220,2760,DEU,Germany,4060,KHM,Cambodia,0.14,"144,488 "
20206860,3720,IRL,Ireland,4060,KHM,Cambodia,0.00,"1,518 "
20206880,3800,ITA,Italy,4060,KHM,Cambodia,0.10,"99,737 "
20207100,3920,JPN,Japan,4060,KHM,Cambodia,2.65,"2,651,237 "
20207280,5780,NOR,Norway,4060,KHM,Cambodia,1.61,"1,609,596 "
20204480,6160,POL,Poland,4060,KHM,Cambodia,0.00,"3,408 "
20207920,4070,KOR,Republic of Korea,4060,KHM,Cambodia,3.20,"3,201,644 "
20207780,6720,SVK,Slovakia,4060,KHM,Cambodia,0.01,"5,030 "
20208070,7240,ESP,Spain,4060,KHM,Cambodia,0.01,"9,374 "
20208680,7520,SWE,Sweden,4060,KHM,Cambodia,5.05,"5,053,104 "
20208940,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4060,KHM,Cambodia,0.00,"2,367 "
20207160,8400,USA,United States,4060,KHM,Cambodia,1.37,"1,373,857 "
208040,400,AUT,Austria,1200,CMR,Cameroon,0.00,"1,976 "
2080240,560,BEL,Belgium,1200,CMR,Cameroon,0.03,"31,136 "
2080340,1240,CAN,Canada,1200,CMR,Cameroon,0.13,"127,049 "
2080500,2500,FRA,France,1200,CMR,Cameroon,1.34,"1,337,440 "
20802040,2760,DEU,Germany,1200,CMR,Cameroon,1.01,"1,008,323 "
2080640,3720,IRL,Ireland,1200,CMR,Cameroon,0.09,"86,527 "
2080680,3800,ITA,Italy,1200,CMR,Cameroon,0.18,"175,651 "
20808540,3920,JPN,Japan,1200,CMR,Cameroon,0.64,"642,976 "
20801560,4070,KOR,Republic of Korea,1200,CMR,Cameroon,0.07,"74,252 "
20802880,7240,ESP,Spain,1200,CMR,Cameroon,0.14,"137,134 "
20803200,8120,ARE,United Arab Emirates,1200,CMR,Cameroon,0.08,"79,828 "
20803400,8260,GBR,United Kingdom of Great Britain and Northern Ireland,1200,CMR,Cameroon,0.04,"41,237 "
20803640,8400,USA,United States,1200,CMR,Cameroon,1.36,"1,356,992 "
20804000,560,BEL,Belgium,1400,CAF,Central African Republic,0.00,"1,617 "
20804040,2500,FRA,France,1400,CAF,Central African Republic,0.71,"713,778 "
20804300,2760,DEU,Germany,1400,CAF,Central African Republic,0.00,"1,125 "
20804540,3800,ITA,Italy,1400,CAF,Central African Republic,0.03,"33,192 "
20804660,3920,JPN,Japan,1400,CAF,Central African Republic,0.33,"329,045 "
20805080,4420,LUX,Luxembourg,1400,CAF,Central African Republic,0.04,"42,343 "
20801040,4070,KOR,Republic of Korea,1400,CAF,Central African Republic,0.00,"2,673 "
20805240,7240,ESP,Spain,1400,CAF,Central African Republic,0.01,"7,473 "
20805580,8120,ARE,United Arab Emirates,1400,CAF,Central African Republic,0.07,"70,399 "
20805860,8400,USA,United States,1400,CAF,Central African Republic,1.50,"1,497,093 "
20806940,2500,FRA,France,1480,TCD,Chad,3.51,"3,512,976 "
20807060,2760,DEU,Germany,1480,TCD,Chad,0.05,"53,480 "
20807100,3800,ITA,Italy,1480,TCD,Chad,0.13,"133,693 "
20807280,3920,JPN,Japan,1480,TCD,Chad,0.03,"27,892 "
20807600,4070,KOR,Republic of Korea,1480,TCD,Chad,0.02,"17,279 "
20807640,7240,ESP,Spain,1480,TCD,Chad,0.33,"325,315 "
20807880,7560,CHE,Switzerland,1480,TCD,Chad,1.17,"1,169,101 "
20808000,8120,ARE,United Arab Emirates,1480,TCD,Chad,0.26,"257,354 "
20807620,8400,USA,United States,1480,TCD,Chad,0.02,"23,429 "
20808680,400,AUT,Austria,1520,CHL,Chile,0.00,318 
20808940,1240,CAN,Canada,1520,CHL,Chile,0.15,"154,342 "
22808050,2020,CZE,Czech Republic,1520,CHL,Chile,0.00,"1,868 "
22806220,2460,FIN,Finland,1520,CHL,Chile,0.08,"80,236 "
22808070,2500,FRA,France,1520,CHL,Chile,2.25,"2,251,602 "
22808850,2760,DEU,Germany,1520,CHL,Chile,3.43,"3,427,928 "
246040,3000,GRC,Greece,1520,CHL,Chile,0.00,"3,451 "
2460240,3800,ITA,Italy,1520,CHL,Chile,0.00,611 
2460320,3920,JPN,Japan,1520,CHL,Chile,0.34,"341,120 "
2460500,4420,LUX,Luxembourg,1520,CHL,Chile,0.03,"31,864 "
24608050,7240,ESP,Spain,1520,CHL,Chile,0.00,"3,388 "
24602040,8260,GBR,United Kingdom of Great Britain and Northern Ireland,1520,CHL,Chile,0.27,"266,728 "
2460680,8400,USA,United States,1520,CHL,Chile,0.06,"59,527 "
2460720,400,AUT,Austria,1560,CHN,China,0.00,"4,447 "
2460760,1240,CAN,Canada,1560,CHN,China,0.03,"28,747 "
24601080,2080,DNK,Denmark,1560,CHN,China,0.35,"352,708 "
24604060,2500,FRA,France,1560,CHN,China,0.58,"579,405 "
24601520,2760,DEU,Germany,1560,CHN,China,6.85,"6,848,930 "
24601780,3000,GRC,Greece,1560,CHN,China,0.02,"17,858 "
24608920,3800,ITA,Italy,1560,CHN,China,0.02,"24,368 "
24602180,3920,JPN,Japan,1560,CHN,China,14.30,"14,301,719 "
24602200,5780,NOR,Norway,1560,CHN,China,0.18,"177,668 "
24602220,4070,KOR,Republic of Korea,1560,CHN,China,0.16,"161,618 "
24602300,6720,SVK,Slovakia,1560,CHN,China,0.02,"23,420 "
24602660,7240,ESP,Spain,1560,CHN,China,0.71,"706,225 "
24602700,8260,GBR,United Kingdom of Great Britain and Northern Ireland,1560,CHN,China,3.30,"3,301,424 "
24603200,8400,USA,United States,1560,CHN,China,2.14,"2,136,691 "
24603320,400,AUT,Austria,1700,COL,Colombia,0.01,"7,872 "
24603560,560,BEL,Belgium,1700,COL,Colombia,0.36,"358,974 "
24603600,1240,CAN,Canada,1700,COL,Colombia,4.40,"4,402,037 "
24603680,2500,FRA,France,1700,COL,Colombia,2.77,"2,768,671 "
24603880,2760,DEU,Germany,1700,COL,Colombia,2.83,"2,825,201 "
24604020,3720,IRL,Ireland,1700,COL,Colombia,0.04,"37,755 "
24604040,3800,ITA,Italy,1700,COL,Colombia,0.11,"113,195 "
24604160,3920,JPN,Japan,1700,COL,Colombia,1.20,"1,198,943 "
24604180,4420,LUX,Luxembourg,1700,COL,Colombia,0.14,"142,607 "
24604220,5780,NOR,Norway,1700,COL,Colombia,0.64,"643,511 "
24604300,4070,KOR,Republic of Korea,1700,COL,Colombia,3.86,"3,858,081 "
24604500,7240,ESP,Spain,1700,COL,Colombia,0.29,"288,177 "
24604540,8260,GBR,United Kingdom of Great Britain and Northern Ireland,1700,COL,Colombia,1.18,"1,176,321 "
24604580,8400,USA,United States,1700,COL,Colombia,1.47,"1,473,402 "
24604840,2500,FRA,France,1740,COM,Comoros,0.84,"836,796 "
24604960,3920,JPN,Japan,1740,COM,Comoros,0.12,"117,174 "
24605040,4070,KOR,Republic of Korea,1740,COM,Comoros,0.01,"7,237 "
24605080,8120,ARE,United Arab Emirates,1740,COM,Comoros,0.12,"121,269 "
24605160,8400,USA,United States,1740,COM,Comoros,0.72,"718,818 "
24605240,400,AUT,Austria,1780,COG,Congo,0.00,"4,905 "
24605860,2460,FIN,Finland,1780,COG,Congo,0.01,"5,569 "
