Code,UIS_Source_Code,ISO_Source_Code,Source,UIS_Target_Code,ISO_Target_Code,Target,Total,Total2
3800760,7560,CHE,Switzerland,4000,JOR,Jordan,0.27,"269,437 "
38008540,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4000,JOR,Jordan,0.67,"666,575 "
38001080,8400,USA,United States,4000,JOR,Jordan,50.64,"50,640,070 "
38001320,400,AUT,Austria,4020,KAZ,Kazakhstan,0.01,"6,357 "
38004060,2460,FIN,Finland,4020,KAZ,Kazakhstan,0.01,"13,609 "
38001200,2500,FRA,France,4020,KAZ,Kazakhstan,0.16,"163,923 "
38001400,2760,DEU,Germany,4020,KAZ,Kazakhstan,0.89,"886,238 "
38001480,3920,JPN,Japan,4020,KAZ,Kazakhstan,0.26,"257,319 "
38001520,4070,KOR,Republic of Korea,4020,KAZ,Kazakhstan,0.08,"82,396 "
38001560,8120,ARE,United Arab Emirates,4020,KAZ,Kazakhstan,0.27,"273,309 "
38001700,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4020,KAZ,Kazakhstan,0.82,"816,542 "
38001780,400,AUT,Austria,4040,KEN,Kenya,0.06,"59,937 "
38001880,560,BEL,Belgium,4040,KEN,Kenya,0.27,"269,952 "
38003840,1240,CAN,Canada,4040,KEN,Kenya,6.49,"6,487,248 "
38001920,2020,CZE,Czech Republic,4040,KEN,Kenya,0.00,"2,549 "
38008920,2080,DNK,Denmark,4040,KEN,Kenya,0.11,"106,479 "
38002140,2460,FIN,Finland,4040,KEN,Kenya,0.28,"282,230 "
38002180,2500,FRA,France,4040,KEN,Kenya,0.26,"263,513 "
38002200,2760,DEU,Germany,4040,KEN,Kenya,5.55,"5,548,700 "
38002220,3520,ISL,Iceland,4040,KEN,Kenya,0.05,"54,748 "
38002260,3720,IRL,Ireland,4040,KEN,Kenya,0.80,"800,723 "
38002270,3800,ITA,Italy,4040,KEN,Kenya,0.56,"563,572 "
38002300,3920,JPN,Japan,4040,KEN,Kenya,5.24,"5,237,453 "
38002660,4420,LUX,Luxembourg,4040,KEN,Kenya,0.30,"297,815 "
38002720,5780,NOR,Norway,4040,KEN,Kenya,0.58,"582,105 "
38003200,6160,POL,Poland,4040,KEN,Kenya,0.04,"41,634 "
38003320,4070,KOR,Republic of Korea,4040,KEN,Kenya,0.26,"262,518 "
38003400,6720,SVK,Slovakia,4040,KEN,Kenya,0.06,"64,025 "
38003560,7240,ESP,Spain,4040,KEN,Kenya,0.05,"53,468 "
38003600,8120,ARE,United Arab Emirates,4040,KEN,Kenya,0.41,"405,481 "
38003640,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4040,KEN,Kenya,12.34,"12,337,248 "
38004040,8400,USA,United States,4040,KEN,Kenya,32.71,"32,705,902 "
38004220,360,AUS,Australia,2960,KIR,Kiribati,6.89,"6,889,470 "
38004340,3920,JPN,Japan,2960,KIR,Kiribati,0.15,"150,741 "
38004500,400,AUT,Austria,4160,KGZ,Kyrgyzstan,0.00,"3,101 "
38004540,1240,CAN,Canada,4160,KGZ,Kyrgyzstan,0.15,"152,623 "
38004660,2460,FIN,Finland,4160,KGZ,Kyrgyzstan,0.04,"38,493 "
38004840,2500,FRA,France,4160,KGZ,Kyrgyzstan,0.03,"32,588 "
38004990,2760,DEU,Germany,4160,KGZ,Kyrgyzstan,0.24,"239,465 "
38005040,3920,JPN,Japan,4160,KGZ,Kyrgyzstan,2.78,"2,777,386 "
38005080,5780,NOR,Norway,4160,KGZ,Kyrgyzstan,0.04,"43,531 "
38001040,6160,POL,Poland,4160,KGZ,Kyrgyzstan,0.01,"11,391 "
38005240,4070,KOR,Republic of Korea,4160,KGZ,Kyrgyzstan,0.12,"121,845 "
38005580,8400,USA,United States,4160,KGZ,Kyrgyzstan,4.48,"4,478,601 "
38005620,360,AUS,Australia,4180,LAO,Lao People's Democratic Republic,10.22,"10,220,128 "
38005660,560,BEL,Belgium,4180,LAO,Lao People's Democratic Republic,0.01,"5,226 "
38005860,1240,CAN,Canada,4180,LAO,Lao People's Democratic Republic,0.03,"27,358 "
38005980,2460,FIN,Finland,4180,LAO,Lao People's Democratic Republic,0.37,"367,576 "
38006000,2500,FRA,France,4180,LAO,Lao People's Democratic Republic,0.66,"661,135 "
38006040,2760,DEU,Germany,4180,LAO,Lao People's Democratic Republic,0.04,"44,777 "
38006080,3920,JPN,Japan,4180,LAO,Lao People's Democratic Republic,3.66,"3,663,624 "
38006220,4420,LUX,Luxembourg,4180,LAO,Lao People's Democratic Republic,0.66,"660,715 "
38006460,5780,NOR,Norway,4180,LAO,Lao People's Democratic Republic,0.63,"629,496 "
38006860,6160,POL,Poland,4180,LAO,Lao People's Democratic Republic,0.00,"1,640 "
38006880,4070,KOR,Republic of Korea,4180,LAO,Lao People's Democratic Republic,0.54,"538,637 "
38006940,8400,USA,United States,4180,LAO,Lao People's Democratic Republic,0.43,"427,964 "
38007060,560,BEL,Belgium,4220,LBN,Lebanon,0.00,996 
38007100,2460,FIN,Finland,4220,LBN,Lebanon,0.04,"43,149 "
38007280,2500,FRA,France,4220,LBN,Lebanon,9.10,"9,097,705 "
38007340,2760,DEU,Germany,4220,LBN,Lebanon,0.43,"431,623 "
38007290,3720,IRL,Ireland,4220,LBN,Lebanon,0.03,"29,618 "
38007640,3800,ITA,Italy,4220,LBN,Lebanon,1.56,"1,559,876 "
38006260,3920,JPN,Japan,4220,LBN,Lebanon,0.12,"118,925 "
38007680,4140,KWT,Kuwait,4220,LBN,Lebanon,0.63,"625,422 "
38007920,4420,LUX,Luxembourg,4220,LBN,Lebanon,0.03,"30,849 "
38008000,5280,NLD,Netherlands,4220,LBN,Lebanon,0.00,"1,104 "
38008070,5780,NOR,Norway,4220,LBN,Lebanon,0.51,"513,421 "
38007620,7240,ESP,Spain,4220,LBN,Lebanon,0.39,"389,101 "
38008580,7560,CHE,Switzerland,4220,LBN,Lebanon,0.67,"674,887 "
38008600,8120,ARE,United Arab Emirates,4220,LBN,Lebanon,0.00,"3,256 "
38008620,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4220,LBN,Lebanon,0.82,"820,847 "
38008680,8400,USA,United States,4220,LBN,Lebanon,18.11,"18,109,067 "
38008940,1240,CAN,Canada,4260,LSO,Lesotho,0.02,"17,707 "
392040,2500,FRA,France,4260,LSO,Lesotho,0.00,"2,436 "
392080,3720,IRL,Ireland,4260,LSO,Lesotho,0.07,"70,905 "
3920120,3920,JPN,Japan,4260,LSO,Lesotho,0.26,"263,987 "
3920240,4070,KOR,Republic of Korea,4260,LSO,Lesotho,0.03,"27,407 "
3920280,6720,SVK,Slovakia,4260,LSO,Lesotho,0.00,"4,550 "
3920320,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4260,LSO,Lesotho,0.10,"103,884 "
3920340,8400,USA,United States,4260,LSO,Lesotho,5.39,"5,386,082 "
3920380,560,BEL,Belgium,4300,LBR,Liberia,0.00,"3,588 "
3920500,1240,CAN,Canada,4300,LBR,Liberia,0.29,"287,549 "
39208050,2080,DNK,Denmark,4300,LBR,Liberia,0.75,"754,331 "
3920580,2460,FIN,Finland,4300,LBR,Liberia,0.33,"333,795 "
39202040,2500,FRA,France,4300,LBR,Liberia,0.02,"20,056 "
3920640,2760,DEU,Germany,4300,LBR,Liberia,0.19,"192,841 "
3920680,3720,IRL,Ireland,4300,LBR,Liberia,0.02,"24,386 "
3920570,3920,JPN,Japan,4300,LBR,Liberia,0.26,"259,055 "
3920720,5780,NOR,Norway,4300,LBR,Liberia,0.58,"575,158 "
3920760,4070,KOR,Republic of Korea,4300,LBR,Liberia,0.03,"34,490 "
39208540,7520,SWE,Sweden,4300,LBR,Liberia,1.09,"1,094,756 "
39201080,8400,USA,United States,4300,LBR,Liberia,24.98,"24,979,177 "
39204060,1240,CAN,Canada,4340,LBY,Libya,0.01,"7,222 "
39201200,2500,FRA,France,4340,LBY,Libya,0.14,"139,852 "
39201400,2760,DEU,Germany,4340,LBY,Libya,0.00,"4,393 "
39201480,3800,ITA,Italy,4340,LBY,Libya,0.00,161 
39201520,5280,NLD,Netherlands,4340,LBY,Libya,0.02,"18,092 "
39201560,4070,KOR,Republic of Korea,4340,LBY,Libya,0.00,"3,563 "
39201700,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4340,LBY,Libya,1.09,"1,085,058 "
39201740,400,AUT,Austria,4500,MDG,Madagascar,0.00,"2,352 "
39201780,1240,CAN,Canada,4500,MDG,Madagascar,0.02,"24,633 "
39201840,2460,FIN,Finland,4500,MDG,Madagascar,0.20,"199,155 "
39201880,2500,FRA,France,4500,MDG,Madagascar,4.47,"4,472,961 "
39203840,2760,DEU,Germany,4500,MDG,Madagascar,0.08,"83,869 "
39201920,3800,ITA,Italy,4500,MDG,Madagascar,0.28,"283,028 "
39208920,3920,JPN,Japan,4500,MDG,Madagascar,0.05,"45,417 "
39202620,5780,NOR,Norway,4500,MDG,Madagascar,7.42,"7,421,940 "
39202120,4070,KOR,Republic of Korea,4500,MDG,Madagascar,0.04,"43,621 "
39202140,7240,ESP,Spain,4500,MDG,Madagascar,0.04,"43,800 "
39202180,8400,USA,United States,4500,MDG,Madagascar,0.71,"711,440 "
39202200,560,BEL,Belgium,4540,MWI,Malawi,0.01,"12,432 "
39202220,1240,CAN,Canada,4540,MWI,Malawi,1.33,"1,331,017 "
39202270,2080,DNK,Denmark,4540,MWI,Malawi,0.22,"215,893 "
39202300,2460,FIN,Finland,4540,MWI,Malawi,0.23,"233,402 "
39202420,2760,DEU,Germany,4540,MWI,Malawi,5.10,"5,099,497 "
39202660,3000,GRC,Greece,4540,MWI,Malawi,0.00,"3,250 "
39202700,3520,ISL,Iceland,4540,MWI,Malawi,0.99,"994,016 "
39202720,3720,IRL,Ireland,4540,MWI,Malawi,0.11,"106,335 "
39202880,3800,ITA,Italy,4540,MWI,Malawi,0.07,"69,806 "
39203200,3920,JPN,Japan,4540,MWI,Malawi,3.98,"3,980,020 "
39203240,4420,LUX,Luxembourg,4540,MWI,Malawi,0.03,"28,068 "
39206240,5780,NOR,Norway,4540,MWI,Malawi,1.28,"1,283,634 "
39203280,4070,KOR,Republic of Korea,4540,MWI,Malawi,0.23,"232,675 "
39203320,7240,ESP,Spain,4540,MWI,Malawi,0.04,"40,949 "
39203400,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4540,MWI,Malawi,21.37,"21,367,144 "
39203560,8400,USA,United States,4540,MWI,Malawi,18.99,"18,991,808 "
39203600,2460,FIN,Finland,4580,MYS,Malaysia,0.12,"115,039 "
39203640,2500,FRA,France,4580,MYS,Malaysia,0.12,"117,198 "
39203680,2760,DEU,Germany,4580,MYS,Malaysia,0.70,"702,994 "
39203880,3920,JPN,Japan,4580,MYS,Malaysia,0.87,"873,446 "
39204000,4070,KOR,Republic of Korea,4580,MYS,Malaysia,0.02,"15,760 "
39204020,8120,ARE,United Arab Emirates,4580,MYS,Malaysia,0.10,"99,112 "
39204040,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4580,MYS,Malaysia,0.80,"802,967 "
39202960,360,AUS,Australia,4620,MDV,Maldives,0.16,"158,036 "
39204160,3920,JPN,Japan,4620,MDV,Maldives,0.50,"503,672 "
39204180,4070,KOR,Republic of Korea,4620,MDV,Maldives,0.02,"24,516 "
39204220,8120,ARE,United Arab Emirates,4620,MDV,Maldives,0.01,"6,806 "
39204260,560,BEL,Belgium,4660,MLI,Mali,0.03,"25,261 "
39204300,1240,CAN,Canada,4660,MLI,Mali,4.68,"4,684,162 "
39204500,2080,DNK,Denmark,4660,MLI,Mali,0.01,"6,705 "
39204540,2500,FRA,France,4660,MLI,Mali,2.49,"2,492,012 "
39204580,2760,DEU,Germany,4660,MLI,Mali,1.95,"1,954,710 "
39204620,3720,IRL,Ireland,4660,MLI,Mali,0.02,"15,087 "
39204660,3800,ITA,Italy,4660,MLI,Mali,0.24,"236,645 "
39205840,3920,JPN,Japan,4660,MLI,Mali,0.34,"341,479 "
39204780,4420,LUX,Luxembourg,4660,MLI,Mali,0.36,"363,733 "
39204800,5280,NLD,Netherlands,4660,MLI,Mali,4.12,"4,119,336 "
39204840,5780,NOR,Norway,4660,MLI,Mali,1.71,"1,714,037 "
39204845,4070,KOR,Republic of Korea,4660,MLI,Mali,0.12,"121,716 "
39204960,7240,ESP,Spain,4660,MLI,Mali,0.50,"504,341 "
39204990,7560,CHE,Switzerland,4660,MLI,Mali,3.07,"3,070,449 "
39205040,8120,ARE,United Arab Emirates,4660,MLI,Mali,0.02,"18,228 "
39205080,8400,USA,United States,4660,MLI,Mali,20.72,"20,720,998 "
39201040,360,AUS,Australia,5840,MHL,Marshall Islands,0.01,"9,597 "
39205160,3920,JPN,Japan,5840,MHL,Marshall Islands,0.60,"599,250 "
39205240,8400,USA,United States,5840,MHL,Marshall Islands,14.83,"14,831,791 "
39205580,1240,CAN,Canada,4780,MRT,Mauritania,0.01,"9,590 "
39205620,2500,FRA,France,4780,MRT,Mauritania,1.85,"1,849,701 "
39205660,2760,DEU,Germany,4780,MRT,Mauritania,0.00,"2,693 "
39205700,3920,JPN,Japan,4780,MRT,Mauritania,0.05,"54,994 "
39205860,7240,ESP,Spain,4780,MRT,Mauritania,0.51,"513,287 "
3920955,8120,ARE,United Arab Emirates,4780,MRT,Mauritania,0.00,"1,251 "
39205900,8400,USA,United States,4780,MRT,Mauritania,4.04,"4,038,905 "
39205980,2500,FRA,France,4800,MUS,Mauritius,1.48,"1,484,606 "
39206000,2760,DEU,Germany,4800,MUS,Mauritius,0.00,"3,504 "
39206040,3920,JPN,Japan,4800,MUS,Mauritius,0.02,"21,787 "
39206080,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4800,MUS,Mauritius,0.33,"330,682 "
39206220,8400,USA,United States,4800,MUS,Mauritius,5.40,"5,400,636 "
39206460,400,AUT,Austria,4840,MEX,Mexico,0.03,"33,094 "
39206620,1240,CAN,Canada,4840,MEX,Mexico,0.05,"53,205 "
39206700,2460,FIN,Finland,4840,MEX,Mexico,0.06,"57,626 "
39208820,2500,FRA,France,4840,MEX,Mexico,3.09,"3,091,962 "
39206780,2760,DEU,Germany,4840,MEX,Mexico,4.51,"4,510,532 "
39206860,3000,GRC,Greece,4840,MEX,Mexico,0.01,"10,529 "
39206880,3720,IRL,Ireland,4840,MEX,Mexico,0.02,"15,515 "
39206900,3800,ITA,Italy,4840,MEX,Mexico,0.10,"99,029 "
39206940,3920,JPN,Japan,4840,MEX,Mexico,0.31,"311,524 "
3920900,7240,ESP,Spain,4840,MEX,Mexico,0.16,"164,895 "
39207060,8260,GBR,United Kingdom of Great Britain and Northern Ireland,4840,MEX,Mexico,1.10,"1,096,162 "
39207100,8400,USA,United States,4840,MEX,Mexico,0.16,"162,003 "
39207280,360,AUS,Australia,4845,FSM,Micronesia,0.02,"19,836 "
39207340,3920,JPN,Japan,4845,FSM,Micronesia,0.61,"610,902 "
39207290,4070,KOR,Republic of Korea,4845,FSM,Micronesia,0.00,"1,313 "
39207480,8400,USA,United States,4845,FSM,Micronesia,28.24,"28,244,516 "
39207600,360,AUS,Australia,4960,MNG,Mongolia,0.50,"499,949 "
39207610,400,AUT,Austria,4960,MNG,Mongolia,0.01,"14,528 "
39207640,1240,CAN,Canada,4960,MNG,Mongolia,0.05,"52,739 "
39204480,2020,CZE,Czech Republic,4960,MNG,Mongolia,0.02,"16,324 "
39206260,2460,FIN,Finland,4960,MNG,Mongolia,0.03,"25,476 "
39207680,2500,FRA,France,4960,MNG,Mongolia,0.02,"21,514 "
39207760,2760,DEU,Germany,4960,MNG,Mongolia,0.26,"264,605 "
39207880,3920,JPN,Japan,4960,MNG,Mongolia,9.80,"9,800,429 "
39207920,4070,KOR,Republic of Korea,4960,MNG,Mongolia,2.31,"2,305,737 "
39207940,6720,SVK,Slovakia,4960,MNG,Mongolia,0.01,"5,133 "
39207780,7240,ESP,Spain,4960,MNG,Mongolia,0.00,964 
39208000,7560,CHE,Switzerland,4960,MNG,Mongolia,0.01,"6,472 "
39208070,8400,USA,United States,4960,MNG,Mongolia,5.90,"5,903,587 "
39207620,400,AUT,Austria,4990,MNE,Montenegro,0.10,"96,243 "
39208580,2020,CZE,Czech Republic,4990,MNE,Montenegro,0.00,"2,224 "
39208600,2500,FRA,France,4990,MNE,Montenegro,0.01,"10,674 "
39205480,2760,DEU,Germany,4990,MNE,Montenegro,0.10,"98,766 "
39208620,3000,GRC,Greece,4990,MNE,Montenegro,0.01,"10,183 "
39208680,3800,ITA,Italy,4990,MNE,Montenegro,0.09,"92,072 "
39208850,3920,JPN,Japan,4990,MNE,Montenegro,0.16,"163,973 "
39208940,6160,POL,Poland,4990,MNE,Montenegro,0.00,"3,936 "
39207160,6720,SVK,Slovakia,4990,MNE,Montenegro,0.00,"2,183 "
410040,6760,SVN,Slovenia,4990,MNE,Montenegro,0.39,"385,219 "
4100120,8120,ARE,United Arab Emirates,4990,MNE,Montenegro,0.09,"87,500 "
4100240,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5000,MSR,Montserrat,0.64,"637,388 "
4100380,8400,USA,United States,5000,MSR,Montserrat,0.64,"641,860 "
4100500,400,AUT,Austria,5040,MAR,Morocco,0.00,"1,176 "
41008050,560,BEL,Belgium,5040,MAR,Morocco,0.00,"1,044 "
41002040,1240,CAN,Canada,5040,MAR,Morocco,1.46,"1,456,313 "
4100640,2460,FIN,Finland,5040,MAR,Morocco,0.01,"13,225 "
4100680,2500,FRA,France,5040,MAR,Morocco,25.07,"25,074,051 "
4100760,2760,DEU,Germany,5040,MAR,Morocco,0.41,"407,445 "
41008540,3000,GRC,Greece,5040,MAR,Morocco,0.11,"110,534 "
41001080,3800,ITA,Italy,5040,MAR,Morocco,0.01,"12,150 "
41004060,3920,JPN,Japan,5040,MAR,Morocco,14.42,"14,423,547 "
41001200,4070,KOR,Republic of Korea,5040,MAR,Morocco,0.55,"550,130 "
41001400,7240,ESP,Spain,5040,MAR,Morocco,5.71,"5,707,704 "
41001480,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5040,MAR,Morocco,0.50,"503,755 "
41001560,8400,USA,United States,5040,MAR,Morocco,8.07,"8,065,474 "
41001700,400,AUT,Austria,5080,MOZ,Mozambique,0.34,"338,508 "
41001740,560,BEL,Belgium,5080,MOZ,Mozambique,0.72,"719,637 "
41008920,1240,CAN,Canada,5080,MOZ,Mozambique,16.44,"16,443,227 "
41002140,2080,DNK,Denmark,5080,MOZ,Mozambique,2.06,"2,055,720 "
41002180,2460,FIN,Finland,5080,MOZ,Mozambique,6.14,"6,136,334 "
41002200,2500,FRA,France,5080,MOZ,Mozambique,0.31,"307,703 "
41002220,2760,DEU,Germany,5080,MOZ,Mozambique,22.46,"22,458,890 "
41002260,3520,ISL,Iceland,5080,MOZ,Mozambique,0.84,"835,739 "
41002300,3720,IRL,Ireland,5080,MOZ,Mozambique,5.61,"5,612,606 "
41002420,3800,ITA,Italy,5080,MOZ,Mozambique,1.54,"1,535,660 "
41002700,3920,JPN,Japan,5080,MOZ,Mozambique,3.89,"3,890,475 "
41002720,5280,NLD,Netherlands,5080,MOZ,Mozambique,0.58,"578,406 "
41002880,5780,NOR,Norway,5080,MOZ,Mozambique,2.11,"2,109,281 "
41003200,6200,PRT,Portugal,5080,MOZ,Mozambique,3.70,"3,695,741 "
41003240,4070,KOR,Republic of Korea,5080,MOZ,Mozambique,0.04,"35,863 "
41003320,7240,ESP,Spain,5080,MOZ,Mozambique,1.35,"1,353,216 "
41003560,7520,SWE,Sweden,5080,MOZ,Mozambique,4.82,"4,817,355 "
41003600,7560,CHE,Switzerland,5080,MOZ,Mozambique,0.82,"818,281 "
41003640,8120,ARE,United Arab Emirates,5080,MOZ,Mozambique,0.18,"176,512 "
41003680,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5080,MOZ,Mozambique,10.50,"10,497,932 "
41004000,8400,USA,United States,5080,MOZ,Mozambique,14.27,"14,267,752 "
41004020,360,AUS,Australia,1040,MMR,Myanmar,12.07,"12,073,058 "
41004040,560,BEL,Belgium,1040,MMR,Myanmar,0.02,"19,280 "
41004160,2020,CZE,Czech Republic,1040,MMR,Myanmar,0.00,"3,839 "
41004180,2080,DNK,Denmark,1040,MMR,Myanmar,2.29,"2,290,583 "
41004260,2500,FRA,France,1040,MMR,Myanmar,0.05,"49,394 "
41004300,2760,DEU,Germany,1040,MMR,Myanmar,1.72,"1,720,502 "
41004340,3800,ITA,Italy,1040,MMR,Myanmar,0.00,"4,684 "
41004500,3920,JPN,Japan,1040,MMR,Myanmar,105.12,"105,117,402 "
41004540,5780,NOR,Norway,1040,MMR,Myanmar,0.14,"142,790 "
41004580,4070,KOR,Republic of Korea,1040,MMR,Myanmar,0.27,"266,256 "
41004620,7240,ESP,Spain,1040,MMR,Myanmar,0.00,848 
41004660,7560,CHE,Switzerland,1040,MMR,Myanmar,1.13,"1,126,185 "
41004845,8260,GBR,United Kingdom of Great Britain and Northern Ireland,1040,MMR,Myanmar,6.80,"6,796,204 "
41004960,8400,USA,United States,1040,MMR,Myanmar,2.23,"2,232,158 "
41005040,400,AUT,Austria,5160,NAM,Namibia,0.00,598 
41005080,1240,CAN,Canada,5160,NAM,Namibia,0.01,"5,320 "
41001040,2460,FIN,Finland,5160,NAM,Namibia,0.23,"226,133 "
41005240,2500,FRA,France,5160,NAM,Namibia,0.03,"28,352 "
41005580,2760,DEU,Germany,5160,NAM,Namibia,1.47,"1,472,992 "
41005620,3920,JPN,Japan,5160,NAM,Namibia,0.64,"637,199 "
41005660,6200,PRT,Portugal,5160,NAM,Namibia,0.06,"62,019 "
41005860,7520,SWE,Sweden,5160,NAM,Namibia,0.02,"18,467 "
41005980,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5160,NAM,Namibia,0.19,"192,679 "
41006000,8400,USA,United States,5160,NAM,Namibia,17.32,"17,320,268 "
41006040,360,AUS,Australia,5200,NRU,Nauru,0.16,"157,711 "
41006080,5540,NZL,New Zealand,5200,NRU,Nauru,0.68,"675,222 "
41006220,360,AUS,Australia,5240,NPL,Nepal,6.06,"6,056,854 "
41006460,400,AUT,Austria,5240,NPL,Nepal,0.00,365 
41006560,560,BEL,Belgium,5240,NPL,Nepal,0.02,"16,214 "
41006860,1240,CAN,Canada,5240,NPL,Nepal,0.08,"81,580 "
41006940,2080,DNK,Denmark,5240,NPL,Nepal,5.71,"5,713,748 "
4100900,2460,FIN,Finland,5240,NPL,Nepal,1.75,"1,752,232 "
41007100,2500,FRA,France,5240,NPL,Nepal,0.01,"9,238 "
41007340,2760,DEU,Germany,5240,NPL,Nepal,0.10,"98,997 "
41007290,3720,IRL,Ireland,5240,NPL,Nepal,0.00,"1,679 "
41007610,3800,ITA,Italy,5240,NPL,Nepal,0.00,"4,405 "
41007640,3920,JPN,Japan,5240,NPL,Nepal,7.26,"7,259,079 "
41006260,4420,LUX,Luxembourg,5240,NPL,Nepal,0.40,"399,280 "
41007680,5540,NZL,New Zealand,5240,NPL,Nepal,0.13,"131,562 "
41007760,5780,NOR,Norway,5240,NPL,Nepal,4.58,"4,575,308 "
41007880,4070,KOR,Republic of Korea,5240,NPL,Nepal,1.28,"1,283,449 "
41007920,7240,ESP,Spain,5240,NPL,Nepal,0.02,"16,491 "
41007940,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5240,NPL,Nepal,5.56,"5,562,304 "
41007780,8400,USA,United States,5240,NPL,Nepal,0.22,"217,190 "
41008000,400,AUT,Austria,5580,NIC,Nicaragua,0.22,"215,733 "
41008070,560,BEL,Belgium,5580,NIC,Nicaragua,0.01,"8,150 "
41007620,1240,CAN,Canada,5580,NIC,Nicaragua,0.54,"537,657 "
41008600,2080,DNK,Denmark,5580,NIC,Nicaragua,0.79,"785,147 "
41008620,2500,FRA,France,5580,NIC,Nicaragua,0.24,"236,306 "
41008680,2760,DEU,Germany,5580,NIC,Nicaragua,0.48,"482,809 "
41008850,3800,ITA,Italy,5580,NIC,Nicaragua,0.00,"3,485 "
41008940,3920,JPN,Japan,5580,NIC,Nicaragua,1.23,"1,228,148 "
41007160,4420,LUX,Luxembourg,5580,NIC,Nicaragua,0.87,"869,202 "
41401320,5280,NLD,Netherlands,5580,NIC,Nicaragua,0.15,"151,607 "
41402200,5780,NOR,Norway,5580,NIC,Nicaragua,2.06,"2,057,389 "
41403240,4070,KOR,Republic of Korea,5580,NIC,Nicaragua,0.01,"13,057 "
41403680,7240,ESP,Spain,5580,NIC,Nicaragua,1.08,"1,082,320 "
41404220,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5580,NIC,Nicaragua,0.00,"1,304 "
41407340,8400,USA,United States,5580,NIC,Nicaragua,1.94,"1,935,453 "
41407290,400,AUT,Austria,5620,NER,Niger,0.00,"2,250 "
4420320,560,BEL,Belgium,5620,NER,Niger,0.02,"19,347 "
4420340,1240,CAN,Canada,5620,NER,Niger,0.09,"92,714 "
4420380,2020,CZE,Czech Republic,5620,NER,Niger,0.00,"4,706 "
4420500,2500,FRA,France,5620,NER,Niger,7.10,"7,102,123 "
44202040,2760,DEU,Germany,5620,NER,Niger,0.58,"579,529 "
4420680,3720,IRL,Ireland,5620,NER,Niger,0.10,"95,075 "
4420760,3800,ITA,Italy,5620,NER,Niger,0.01,"7,553 "
44208540,3920,JPN,Japan,5620,NER,Niger,1.78,"1,781,601 "
44201080,4420,LUX,Luxembourg,5620,NER,Niger,2.51,"2,512,695 "
44201320,5780,NOR,Norway,5620,NER,Niger,0.21,"206,652 "
44201400,4070,KOR,Republic of Korea,5620,NER,Niger,0.01,"12,258 "
44201520,7560,CHE,Switzerland,5620,NER,Niger,3.52,"3,516,111 "
44201700,8120,ARE,United Arab Emirates,5620,NER,Niger,0.16,"157,043 "
44208920,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5620,NER,Niger,0.01,"12,905 "
44202180,8400,USA,United States,5620,NER,Niger,8.19,"8,191,073 "
44206240,400,AUT,Austria,5660,NGA,Nigeria,0.02,"22,896 "
44203320,560,BEL,Belgium,5660,NGA,Nigeria,0.01,"5,723 "
44203400,1240,CAN,Canada,5660,NGA,Nigeria,0.11,"112,631 "
44203560,2020,CZE,Czech Republic,5660,NGA,Nigeria,0.01,"7,176 "
44204040,2500,FRA,France,5660,NGA,Nigeria,1.33,"1,326,452 "
44204180,2760,DEU,Germany,5660,NGA,Nigeria,0.20,"195,719 "
44204220,3720,IRL,Ireland,5660,NGA,Nigeria,0.30,"298,815 "
44204540,3800,ITA,Italy,5660,NGA,Nigeria,0.07,"73,644 "
44204660,3920,JPN,Japan,5660,NGA,Nigeria,1.59,"1,585,177 "
44205240,4070,KOR,Republic of Korea,5660,NGA,Nigeria,1.37,"1,374,634 "
44205580,8120,ARE,United Arab Emirates,5660,NGA,Nigeria,0.45,"446,435 "
44205620,8260,GBR,United Kingdom of Great Britain and Northern Ireland,5660,NGA,Nigeria,34.55,"34,548,654 "
44206000,8400,USA,United States,5660,NGA,Nigeria,10.12,"10,123,089 "
44206040,360,AUS,Australia,5700,NIU,Niue,1.74,"1,737,858 "
44206460,3920,JPN,Japan,5700,NIU,Niue,0.01,"8,586 "
44206860,5540,NZL,New Zealand,5700,NIU,Niue,0.67,"671,361 "
44207060,360,AUS,Australia,5860,PAK,Pakistan,10.12,"10,117,044 "
44207100,400,AUT,Austria,5860,PAK,Pakistan,0.00,664 
44207280,560,BEL,Belgium,5860,PAK,Pakistan,0.00,"3,213 "
44208000,1240,CAN,Canada,5860,PAK,Pakistan,5.18,"5,177,934 "
44208600,2020,CZE,Czech Republic,5860,PAK,Pakistan,0.01,"14,641 "
44208680,2080,DNK,Denmark,5860,PAK,Pakistan,2.42,"2,421,372 "
528040,2460,FIN,Finland,5860,PAK,Pakistan,0.00,"1,743 "
